date,reservoir,full_depth_ft,full_capacity_mcft,level_ft,storage_mcft,inflow_cusecs,outflow_cusecs,last_year_level_ft,last_year_storage_mcft,source_url
1/20/2023,Pechiparai,48,4350,41.98,3474,635,741,46.99,4198,https://tnagriculture.in/ARS/home/reservoir/2023-01-20
1/20/2023,Perunchani,77,2890,66.8,1964,52,180,53.95,1073,https://tnagriculture.in/ARS/home/reservoir/2023-01-20
1/20/2023,Krishnagiri,52,1666,51.7,1632,582,648,51.55,1613,https://tnagriculture.in/ARS/home/reservoir/2023-01-20
1/20/2023,Sathanur,119,7321,118.85,7287,840,840,99,3609,https://tnagriculture.in/ARS/home/reservoir/2023-01-20
1/20/2023,Sholayar,160,5046,53.71,868,31,934,140.8,4024,https://tnagriculture.in/ARS/home/reservoir/2023-01-20
1/20/2023,Parambikulam,72,13408,46.02,7828,492,950,68.5,12612,https://tnagriculture.in/ARS/home/reservoir/2023-01-20
1/20/2023,Aliyar,120,3864,107.45,3008,292,710,107.5,3011,https://tnagriculture.in/ARS/home/reservoir/2023-01-20
1/20/2023,Thirumurthy,60,1744,45.41,1154,813,806,52.88,1439,https://tnagriculture.in/ARS/home/reservoir/2023-01-20
1/22/2023,METTUR,120,93470,106.61,73674,824,10003,111.25,80197,https://tnagriculture.in/ARS/home/reservoir/2023-01-22
1/22/2023,Krishna Raja Sagar,124.8,49452,116.1,38315,756,4118,121.66,45186,https://tnagriculture.in/ARS/home/reservoir/2023-01-22
1/22/2023,Kabini,65,19516,53.22,12795,322,500,63.76,18716,https://tnagriculture.in/ARS/home/reservoir/2023-01-22
1/22/2023,Harangi,129,8500,98.76,3275,101,70,126.36,7607,https://tnagriculture.in/ARS/home/reservoir/2023-01-22
1/22/2023,Hemavathy,117,37103,100.26,23248,176,1250,102.25,24661,https://tnagriculture.in/ARS/home/reservoir/2023-01-22
1/22/2023,BHAVANISAGAR,105,32800,101.61,30004,1218,2146,99.44,28292,https://tnagriculture.in/ARS/home/reservoir/2023-01-22
1/22/2023,AMARAVATHI*,90,4047,79.2,3110,32,450,84.12,3524,https://tnagriculture.in/ARS/home/reservoir/2023-01-22
1/22/2023,Periyar**,152,10570,131.5,5048,94,1400,136.8,6320,https://tnagriculture.in/ARS/home/reservoir/2023-01-22
1/22/2023,Vaigai,71,6091,52.62,2355,1154,1069,69.77,5769,https://tnagriculture.in/ARS/home/reservoir/2023-01-22
1/22/2023,Papanasam,143,5500,85.65,2332,281,1005,126.35,4496,https://tnagriculture.in/ARS/home/reservoir/2023-01-22
1/22/2023,Manimuthar,118,5511,90.28,2955,144,390,115.6,5272,https://tnagriculture.in/ARS/home/reservoir/2023-01-22
1/22/2023,Pechiparai,48,4350,41.89,3461,491,537,46.99,4198,https://tnagriculture.in/ARS/home/reservoir/2023-01-22
1/22/2023,Perunchani,77,2890,65.9,1892,94,500,52.35,990,https://tnagriculture.in/ARS/home/reservoir/2023-01-22
1/22/2023,Krishnagiri,52,1666,51.7,1632,648,648,51.55,1613,https://tnagriculture.in/ARS/home/reservoir/2023-01-22
1/22/2023,Sathanur,119,7321,118.85,7287,560,560,99,3609,https://tnagriculture.in/ARS/home/reservoir/2023-01-22
1/22/2023,Sholayar,160,5046,48.32,749,36,715,137.58,3866,https://tnagriculture.in/ARS/home/reservoir/2023-01-22
1/22/2023,Parambikulam,72,13408,45.68,7760,544,950,68.1,12521,https://tnagriculture.in/ARS/home/reservoir/2023-01-22
1/22/2023,Aliyar,120,3864,106.55,2948,355,734,105.7,2892,https://tnagriculture.in/ARS/home/reservoir/2023-01-22
1/22/2023,Thirumurthy,60,1744,47.08,1218,803,224,53.92,1483,https://tnagriculture.in/ARS/home/reservoir/2023-01-22
1/23/2023,METTUR,120,93470,106.02,72863,847,10003,110.8,79550,https://tnagriculture.in/ARS/home/reservoir/2023-01-23
1/23/2023,Krishna Raja Sagar,124.8,49452,116.1,38315,756,4118,121.66,45186,https://tnagriculture.in/ARS/home/reservoir/2023-01-23
1/23/2023,Kabini,65,19516,53.22,12795,322,500,63.76,18716,https://tnagriculture.in/ARS/home/reservoir/2023-01-23
1/23/2023,Harangi,129,8500,98.76,3275,101,70,126.36,7607,https://tnagriculture.in/ARS/home/reservoir/2023-01-23
1/23/2023,Hemavathy,117,37103,100.26,23248,176,1250,102.25,24661,https://tnagriculture.in/ARS/home/reservoir/2023-01-23
1/23/2023,BHAVANISAGAR,105,32800,101.42,29852,1423,3000,99.25,28145,https://tnagriculture.in/ARS/home/reservoir/2023-01-23
1/23/2023,AMARAVATHI*,90,4047,78.74,3072,34,450,83.44,3449,https://tnagriculture.in/ARS/home/reservoir/2023-01-23
1/23/2023,Periyar**,152,10570,131.05,4943,126,1300,136.5,6244,https://tnagriculture.in/ARS/home/reservoir/2023-01-23
1/23/2023,Vaigai,71,6091,52.62,2355,1092,1069,69.72,5758,https://tnagriculture.in/ARS/home/reservoir/2023-01-23
1/23/2023,Papanasam,143,5500,84.55,2280,332,1005,125.7,4459,https://tnagriculture.in/ARS/home/reservoir/2023-01-23
1/23/2023,Manimuthar,118,5511,89.85,2921,62,441,115.3,5242,https://tnagriculture.in/ARS/home/reservoir/2023-01-23
1/23/2023,Pechiparai,48,4350,41.86,3457,507,537,46.99,4198,https://tnagriculture.in/ARS/home/reservoir/2023-01-23
1/23/2023,Perunchani,77,2890,65.4,1852,48,500,51.5,946,https://tnagriculture.in/ARS/home/reservoir/2023-01-23
1/23/2023,Krishnagiri,52,1666,51.7,1632,648,648,51.55,1613,https://tnagriculture.in/ARS/home/reservoir/2023-01-23
1/23/2023,Sathanur,119,7321,118.8,7276,470,470,99,3609,https://tnagriculture.in/ARS/home/reservoir/2023-01-23
1/23/2023,Sholayar,160,5046,46.71,714,30,432,135.84,3782,https://tnagriculture.in/ARS/home/reservoir/2023-01-23
1/23/2023,Parambikulam,72,13408,45.51,7726,535,920,67.92,12481,https://tnagriculture.in/ARS/home/reservoir/2023-01-23
1/23/2023,Aliyar,120,3864,105.95,2908,280,736,104.85,2836,https://tnagriculture.in/ARS/home/reservoir/2023-01-23
1/23/2023,Thirumurthy,60,1744,48.72,1280,803,70,55.54,1553,https://tnagriculture.in/ARS/home/reservoir/2023-01-23
1/25/2023,METTUR,120,93470,105.07,71567,815,8003,109.9,78267,https://tnagriculture.in/ARS/home/reservoir/2023-01-25
1/25/2023,Krishna Raja Sagar,124.8,49452,116.1,38315,756,4118,121.66,45186,https://tnagriculture.in/ARS/home/reservoir/2023-01-25
1/25/2023,Kabini,65,19516,53.22,12795,322,500,63.76,18716,https://tnagriculture.in/ARS/home/reservoir/2023-01-25
1/25/2023,Harangi,129,8500,98.76,3275,101,70,126.36,7607,https://tnagriculture.in/ARS/home/reservoir/2023-01-25
1/25/2023,Hemavathy,117,37103,100.26,23248,176,1250,102.25,24661,https://tnagriculture.in/ARS/home/reservoir/2023-01-25
1/25/2023,BHAVANISAGAR,105,32800,101.04,29547,1835,2950,98.81,27807,https://tnagriculture.in/ARS/home/reservoir/2023-01-25
1/25/2023,AMARAVATHI*,90,4047,78.09,3020,146,400,82.16,3357,https://tnagriculture.in/ARS/home/reservoir/2023-01-25
1/25/2023,Periyar**,152,10570,130.3,4767,466,1233,136,6118,https://tnagriculture.in/ARS/home/reservoir/2023-01-25
1/25/2023,Vaigai,71,6091,52.03,2268,1124,1669,69.52,5707,https://tnagriculture.in/ARS/home/reservoir/2023-01-25
1/25/2023,Papanasam,143,5500,83.9,2249,1374,1005,124.2,4372,https://tnagriculture.in/ARS/home/reservoir/2023-01-25
1/25/2023,Manimuthar,118,5511,89.4,2886,368,485,114.7,5183,https://tnagriculture.in/ARS/home/reservoir/2023-01-25
1/25/2023,Pechiparai,48,4350,41.84,3454,539,537,46.99,4198,https://tnagriculture.in/ARS/home/reservoir/2023-01-25
1/25/2023,Perunchani,77,2890,64.35,1768,50,500,49.65,863,https://tnagriculture.in/ARS/home/reservoir/2023-01-25
1/25/2023,Krishnagiri,52,1666,51.75,1638,714,648,51.45,1602,https://tnagriculture.in/ARS/home/reservoir/2023-01-25
1/25/2023,Sathanur,119,7321,118.85,7287,450,320,99,3609,https://tnagriculture.in/ARS/home/reservoir/2023-01-25
1/25/2023,Sholayar,160,5046,42.49,627,29,506,133.3,3662,https://tnagriculture.in/ARS/home/reservoir/2023-01-25
1/25/2023,Parambikulam,72,13408,44.85,7595,107,950,67.61,12410,https://tnagriculture.in/ARS/home/reservoir/2023-01-25
1/25/2023,Aliyar,120,3864,104.8,2832,274,761,103.2,2731,https://tnagriculture.in/ARS/home/reservoir/2023-01-25
1/25/2023,Thirumurthy,60,1744,52,1405,799,70,55.1,1534,https://tnagriculture.in/ARS/home/reservoir/2023-01-25
1/24/2023,METTUR,120,93470,105.54,72208,819,8169,110.35,78908,https://tnagriculture.in/ARS/home/reservoir/2023-01-24
1/24/2023,Krishna Raja Sagar,124.8,49452,116.1,38315,756,4118,121.66,45186,https://tnagriculture.in/ARS/home/reservoir/2023-01-24
1/24/2023,Kabini,65,19516,53.22,12795,322,500,63.76,18716,https://tnagriculture.in/ARS/home/reservoir/2023-01-24
1/24/2023,Harangi,129,8500,98.76,3275,101,70,126.36,7607,https://tnagriculture.in/ARS/home/reservoir/2023-01-24
1/24/2023,Hemavathy,117,37103,100.26,23248,176,1250,102.25,24661,https://tnagriculture.in/ARS/home/reservoir/2023-01-24
1/24/2023,BHAVANISAGAR,105,32800,101.18,29659,836,2888,98.98,27936,https://tnagriculture.in/ARS/home/reservoir/2023-01-24
1/24/2023,AMARAVATHI*,90,4047,78.38,3043,86,406,82.71,3404,https://tnagriculture.in/ARS/home/reservoir/2023-01-24
1/24/2023,Periyar**,152,10570,130.6,4837,74,1267,136.25,6181,https://tnagriculture.in/ARS/home/reservoir/2023-01-24
1/24/2023,Vaigai,71,6091,52.36,2317,1019,1669,69.67,5745,https://tnagriculture.in/ARS/home/reservoir/2023-01-24
1/24/2023,Papanasam,143,5500,83.35,2223,281,1005,125,4418,https://tnagriculture.in/ARS/home/reservoir/2023-01-24
1/24/2023,Manimuthar,118,5511,89.53,2896,197,485,115,5212,https://tnagriculture.in/ARS/home/reservoir/2023-01-24
1/24/2023,Pechiparai,48,4350,41.85,3456,539,537,46.99,4198,https://tnagriculture.in/ARS/home/reservoir/2023-01-24
1/24/2023,Perunchani,77,2890,64.85,1808,20,525,50.55,901,https://tnagriculture.in/ARS/home/reservoir/2023-01-24
1/24/2023,Krishnagiri,52,1666,51.7,1632,648,648,51.5,1607,https://tnagriculture.in/ARS/home/reservoir/2023-01-24
1/24/2023,Sathanur,119,7321,118.8,7276,195,195,99,3609,https://tnagriculture.in/ARS/home/reservoir/2023-01-24
1/24/2023,Sholayar,160,5046,44.6,669,32,549,134.03,3696,https://tnagriculture.in/ARS/home/reservoir/2023-01-24
1/24/2023,Parambikulam,72,13408,45.22,7668,279,940,67.72,12436,https://tnagriculture.in/ARS/home/reservoir/2023-01-24
1/24/2023,Aliyar,120,3864,105.45,2875,393,772,103.95,2779,https://tnagriculture.in/ARS/home/reservoir/2023-01-24
1/24/2023,Thirumurthy,60,1744,50.36,1343,803,70,55.57,1554,https://tnagriculture.in/ARS/home/reservoir/2023-01-24
1/26/2023,METTUR,120,93470,104.6,70932,885,8003,105.97,72794,https://tnagriculture.in/ARS/home/reservoir/2023-01-26
1/26/2023,Krishna Raja Sagar,124.8,49452,116.1,38315,756,4118,121.66,45186,https://tnagriculture.in/ARS/home/reservoir/2023-01-26
1/26/2023,Kabini,65,19516,53.22,12795,322,500,63.76,18716,https://tnagriculture.in/ARS/home/reservoir/2023-01-26
1/26/2023,Harangi,129,8500,98.76,3275,101,70,126.36,7607,https://tnagriculture.in/ARS/home/reservoir/2023-01-26
1/26/2023,Hemavathy,117,37103,100.26,23248,176,1250,102.25,24661,https://tnagriculture.in/ARS/home/reservoir/2023-01-26
1/26/2023,BHAVANISAGAR,105,32800,100.85,29397,1395,2950,98.38,27479,https://tnagriculture.in/ARS/home/reservoir/2023-01-26
1/26/2023,AMARAVATHI*,90,4047,77.92,3006,260,400,89.24,3978,https://tnagriculture.in/ARS/home/reservoir/2023-01-26
1/26/2023,Periyar**,152,10570,129.95,4686,270,1200,132.6,5305,https://tnagriculture.in/ARS/home/reservoir/2023-01-26
1/26/2023,Vaigai,71,6091,51.67,2218,969,69,69.55,5716,https://tnagriculture.in/ARS/home/reservoir/2023-01-26
1/26/2023,Papanasam,143,5500,82.85,2200,356,1005,141.9,5424,https://tnagriculture.in/ARS/home/reservoir/2023-01-26
1/26/2023,Manimuthar,118,5511,89,2855,125,485,117.5,5461,https://tnagriculture.in/ARS/home/reservoir/2023-01-26
1/26/2023,Pechiparai,48,4350,41.84,3454,555,537,45.18,3982,https://tnagriculture.in/ARS/home/reservoir/2023-01-26
1/26/2023,Perunchani,77,2890,63.85,1728,48,500,70.57,2266,https://tnagriculture.in/ARS/home/reservoir/2023-01-26
1/26/2023,Krishnagiri,52,1666,51.75,1638,714,648,50.85,1535,https://tnagriculture.in/ARS/home/reservoir/2023-01-26
1/26/2023,Sathanur,119,7321,118.85,7287,450,450,111.2,5666,https://tnagriculture.in/ARS/home/reservoir/2023-01-26
1/26/2023,Sholayar,160,5046,40.46,588,58,517,57.03,947,https://tnagriculture.in/ARS/home/reservoir/2023-01-26
1/26/2023,Parambikulam,72,13408,44.54,7533,304,1010,61.8,11127,https://tnagriculture.in/ARS/home/reservoir/2023-01-26
1/26/2023,Aliyar,120,3864,104.1,2788,254,761,115.9,3577,https://tnagriculture.in/ARS/home/reservoir/2023-01-26
1/26/2023,Thirumurthy,60,1744,53.36,1459,775,145,48.8,1284,https://tnagriculture.in/ARS/home/reservoir/2023-01-26
1/27/2023,METTUR,120,93470,104.21,70406,896,6753,109,76996,https://tnagriculture.in/ARS/home/reservoir/2023-01-27
1/27/2023,Krishna Raja Sagar,124.8,49452,116.1,38315,756,4118,121.66,45186,https://tnagriculture.in/ARS/home/reservoir/2023-01-27
1/27/2023,Kabini,65,19516,53.22,12795,322,500,63.76,18716,https://tnagriculture.in/ARS/home/reservoir/2023-01-27
1/27/2023,Harangi,129,8500,98.76,3275,101,70,126.36,7607,https://tnagriculture.in/ARS/home/reservoir/2023-01-27
1/27/2023,Hemavathy,117,37103,100.26,23248,176,1250,102.25,24661,https://tnagriculture.in/ARS/home/reservoir/2023-01-27
1/27/2023,BHAVANISAGAR,105,32800,100.61,29207,939,2958,98.8,27799,https://tnagriculture.in/ARS/home/reservoir/2023-01-27
1/27/2023,AMARAVATHI*,90,4047,77.23,2940.47,228,850,81.17,3273,https://tnagriculture.in/ARS/home/reservoir/2023-01-27
1/27/2023,Periyar**,152,10570,129.55,4600,156,1133,135.6,6017,https://tnagriculture.in/ARS/home/reservoir/2023-01-27
1/27/2023,Vaigai,71,6091,52.2,2292,948,69,69.31,5652,https://tnagriculture.in/ARS/home/reservoir/2023-01-27
1/27/2023,Papanasam,143,5500,81.7,2146,297,1005,122.55,4278,https://tnagriculture.in/ARS/home/reservoir/2023-01-27
1/27/2023,Manimuthar,118,5511,88.65,2829,182,485,114.08,5122,https://tnagriculture.in/ARS/home/reservoir/2023-01-27
1/27/2023,Pechiparai,48,4350,44.75,3442,410,537,46.99,4198,https://tnagriculture.in/ARS/home/reservoir/2023-01-27
1/27/2023,Perunchani,77,2890,63.4,1692,54,450,47.8,789,https://tnagriculture.in/ARS/home/reservoir/2023-01-27
1/27/2023,Krishnagiri,52,1666,51.75,1638,714,648,51.35,1591,https://tnagriculture.in/ARS/home/reservoir/2023-01-27
1/27/2023,Sathanur,119,7321,118.85,7287,450,450,99,3609,https://tnagriculture.in/ARS/home/reservoir/2023-01-27
1/27/2023,Sholayar,160,5046,38.25,546.13,35,522.19,132.29,3615,https://tnagriculture.in/ARS/home/reservoir/2023-01-27
1/27/2023,Parambikulam,72,13408,44.15,7455.78,119,1010,67.3,12343,https://tnagriculture.in/ARS/home/reservoir/2023-01-27
1/27/2023,Aliyar,120,3864,103.35,2740.64,218,761,101.7,2636,https://tnagriculture.in/ARS/home/reservoir/2023-01-27
1/27/2023,Thirumurthy,60,1744,53.17,1451,762,847,53.96,1484,https://tnagriculture.in/ARS/home/reservoir/2023-01-27
1/29/2023,METTUR,120,93470,103.74,69774,971,2754,108.35,76087,https://tnagriculture.in/ARS/home/reservoir/2023-01-29
1/29/2023,Krishna Raja Sagar,124.8,49452,114.48,36473,712,4049,120.34,43478,https://tnagriculture.in/ARS/home/reservoir/2023-01-29
1/29/2023,Kabini,65,19516,52.94,12650,271,500,63.52,18566,https://tnagriculture.in/ARS/home/reservoir/2023-01-29
1/29/2023,Harangi,129,8500,99.02,3289,106,70,126.56,7674,https://tnagriculture.in/ARS/home/reservoir/2023-01-29
1/29/2023,Hemavathy,117,37103,99.54,22748,203,1100,102.12,24568,https://tnagriculture.in/ARS/home/reservoir/2023-01-29
1/29/2023,BHAVANISAGAR,105,32800,100.14,28837,1234,3150,98.7,27723,https://tnagriculture.in/ARS/home/reservoir/2023-01-29
1/29/2023,AMARAVATHI*,90,4047,75.56,2818,90,885,78.73,3154,https://tnagriculture.in/ARS/home/reservoir/2023-01-29
1/29/2023,Periyar**,152,10570,128.8,4439,182,1033,135.25,5979,https://tnagriculture.in/ARS/home/reservoir/2023-01-29
1/29/2023,Vaigai,71,6091,53.08,2423,821,69,69.36,5664,https://tnagriculture.in/ARS/home/reservoir/2023-01-29
1/29/2023,Papanasam,143,5500,79.9,2063,393,1005,120.55,4164,https://tnagriculture.in/ARS/home/reservoir/2023-01-29
1/29/2023,Manimuthar,118,5511,87.8,2765,95,485,113.45,5058,https://tnagriculture.in/ARS/home/reservoir/2023-01-29
1/29/2023,Pechiparai,48,4350,41.5,3407,346,534,46.99,4198,https://tnagriculture.in/ARS/home/reservoir/2023-01-29
1/29/2023,Perunchani,77,2890,62.5,1620,44,450,46.8,749,https://tnagriculture.in/ARS/home/reservoir/2023-01-29
1/29/2023,Krishnagiri,52,1666,51.65,1625,488,648,51.25,1580,https://tnagriculture.in/ARS/home/reservoir/2023-01-29
1/29/2023,Sathanur,119,7321,118.8,7276,450,450,99,3609,https://tnagriculture.in/ARS/home/reservoir/2023-01-29
1/29/2023,Sholayar,160,5046,37.81,538,31,,131.18,3563,https://tnagriculture.in/ARS/home/reservoir/2023-01-29
1/29/2023,Parambikulam,72,13408,43.44,7316,119,910,66.78,12227,https://tnagriculture.in/ARS/home/reservoir/2023-01-29
1/29/2023,Aliyar,120,3864,101.95,2652,218,761,100.1,2535,https://tnagriculture.in/ARS/home/reservoir/2023-01-29
1/29/2023,Thirumurthy,60,1744,52.16,1411,762,1053,52.72,1432,https://tnagriculture.in/ARS/home/reservoir/2023-01-29
1/28/2023,METTUR,120,93470,103.87,69948,933,6003,108.54,76352,https://tnagriculture.in/ARS/home/reservoir/2023-01-28
1/28/2023,Krishna Raja Sagar,124.8,49452,114.48,36473,712,4049,120.34,43478,https://tnagriculture.in/ARS/home/reservoir/2023-01-28
1/28/2023,Kabini,65,19516,52.94,12650,271,500,63.52,18566,https://tnagriculture.in/ARS/home/reservoir/2023-01-28
1/28/2023,Harangi,129,8500,99.02,3289,106,70,126.56,7674,https://tnagriculture.in/ARS/home/reservoir/2023-01-28
1/28/2023,Hemavathy,117,37103,99.54,22748,203,1100,102.12,24568,https://tnagriculture.in/ARS/home/reservoir/2023-01-28
1/28/2023,BHAVANISAGAR,105,32800,100.37,29018,1142,3150,98.75,27761,https://tnagriculture.in/ARS/home/reservoir/2023-01-28
1/28/2023,AMARAVATHI*,90,4047,76.45,2888,149,850,80.65,3230,https://tnagriculture.in/ARS/home/reservoir/2023-01-28
1/28/2023,Periyar**,152,10570,129.15,4514,107,1167,135.45,5979,https://tnagriculture.in/ARS/home/reservoir/2023-01-28
1/28/2023,Vaigai,71,6091,52.66,2360,879,69,69.24,5660,https://tnagriculture.in/ARS/home/reservoir/2023-01-28
1/28/2023,Papanasam,143,5500,80.85,2107,447,1005,121.4,4213,https://tnagriculture.in/ARS/home/reservoir/2023-01-28
1/28/2023,Manimuthar,118,5511,88.25,2799,138,485,113.8,5094,https://tnagriculture.in/ARS/home/reservoir/2023-01-28
1/28/2023,Pechiparai,48,4350,41.63,3425,362,537,46.99,4198,https://tnagriculture.in/ARS/home/reservoir/2023-01-28
1/28/2023,Perunchani,77,2890,62.95,1656,44,450,47.4,773,https://tnagriculture.in/ARS/home/reservoir/2023-01-28
1/28/2023,Krishnagiri,52,1666,51.75,1638,714,648,51.3,1585,https://tnagriculture.in/ARS/home/reservoir/2023-01-28
1/28/2023,Sathanur,119,7321,118.8,7276,360,490,99,3609,https://tnagriculture.in/ARS/home/reservoir/2023-01-28
1/28/2023,Sholayar,160,5046,37.67,535,30,157,131.8,3592,https://tnagriculture.in/ARS/home/reservoir/2023-01-28
1/28/2023,Parambikulam,72,13408,43.76,7385,134,950,67.06,12289,https://tnagriculture.in/ARS/home/reservoir/2023-01-28
1/28/2023,Aliyar,120,3864,102.7,2700,291,761,100.9,2586,https://tnagriculture.in/ARS/home/reservoir/2023-01-28
1/28/2023,Thirumurthy,60,1744,52.84,1437,762,911,53.35,1459,https://tnagriculture.in/ARS/home/reservoir/2023-01-28
1/31/2023,METTUR,120,93470,103.72,69747,1072,1003,108.43,76199,https://tnagriculture.in/ARS/home/reservoir/2023-01-31
1/31/2023,Krishna Raja Sagar,124.8,49452,113.66,35566,625,4011,119.64,42591,https://tnagriculture.in/ARS/home/reservoir/2023-01-31
1/31/2023,Kabini,65,19516,52.74,12549,154,500,63.4,18491,https://tnagriculture.in/ARS/home/reservoir/2023-01-31
1/31/2023,Harangi,129,8500,99.03,3289,94,70,126.64,7701,https://tnagriculture.in/ARS/home/reservoir/2023-01-31
1/31/2023,Hemavathy,117,37103,99.2,22513,284,1100,102.03,24503,https://tnagriculture.in/ARS/home/reservoir/2023-01-31
1/31/2023,BHAVANISAGAR,105,32800,99.68,28478,974,2950,98.64,27677,https://tnagriculture.in/ARS/home/reservoir/2023-01-31
1/31/2023,AMARAVATHI*,90,4047,73.76,2678,85,890,78.05,3016,https://tnagriculture.in/ARS/home/reservoir/2023-01-31
1/31/2023,Periyar**,152,10570,128.1,4218,156,1055,134.7,5796,https://tnagriculture.in/ARS/home/reservoir/2023-01-31
1/31/2023,Vaigai,71,6091,53.81,2531,718,69,69.41,5677,https://tnagriculture.in/ARS/home/reservoir/2023-01-31
1/31/2023,Papanasam,143,5500,77.75,1966,278,1005,118.7,4059,https://tnagriculture.in/ARS/home/reservoir/2023-01-31
1/31/2023,Manimuthar,118,5511,86.95,2701,95,485,112.75,4989,https://tnagriculture.in/ARS/home/reservoir/2023-01-31
1/31/2023,Pechiparai,48,4350,41.25,3373,359,534,46.91,4186,https://tnagriculture.in/ARS/home/reservoir/2023-01-31
1/31/2023,Perunchani,77,2890,61.6,1548,44,450,46.05,719,https://tnagriculture.in/ARS/home/reservoir/2023-01-31
1/31/2023,Krishnagiri,52,1666,51.4,1596,387,453,51.25,1580,https://tnagriculture.in/ARS/home/reservoir/2023-01-31
1/31/2023,Sathanur,119,7321,118.8,7276,450,450,99,3609,https://tnagriculture.in/ARS/home/reservoir/2023-01-31
1/31/2023,Sholayar,160,5046,35.4,485,31,300,128.79,3454,https://tnagriculture.in/ARS/home/reservoir/2023-01-31
1/31/2023,Parambikulam,72,13408,42.71,7172,122,980,66.45,12153,https://tnagriculture.in/ARS/home/reservoir/2023-01-31
1/31/2023,Aliyar,120,3864,100.8,2579,383,744,98.45,2435,https://tnagriculture.in/ARS/home/reservoir/2023-01-31
1/31/2023,Thirumurthy,60,1744,50.66,1354,782,1111,51.25,1377,https://tnagriculture.in/ARS/home/reservoir/2023-01-31
2/1/2023,METTUR,120,93470,103.71,69734,1154,1003,108.44,76213,https://tnagriculture.in/ARS/home/reservoir/2023-02-01
2/1/2023,Krishna Raja Sagar,124.8,49452,113.28,35151,620,4006,119.4,42291,https://tnagriculture.in/ARS/home/reservoir/2023-02-01
2/1/2023,Kabini,65,19516,52.67,12514,154,500,63.36,18466,https://tnagriculture.in/ARS/home/reservoir/2023-02-01
2/1/2023,Harangi,129,8500,99.04,3290,100,70,126.61,7712,https://tnagriculture.in/ARS/home/reservoir/2023-02-01
2/1/2023,Hemavathy,117,37103,99.08,22430,205,1100,102.01,24489,https://tnagriculture.in/ARS/home/reservoir/2023-02-01
2/1/2023,BHAVANISAGAR,105,32800,99.49,28331,1452,2950,98.79,27791,https://tnagriculture.in/ARS/home/reservoir/2023-02-01
2/1/2023,AMARAVATHI*,90,4047,72.81,2606,67,890,77.2,2948,https://tnagriculture.in/ARS/home/reservoir/2023-02-01
2/1/2023,Periyar**,152,10570,127.75,4212,165,1055,134.4,5726,https://tnagriculture.in/ARS/home/reservoir/2023-02-01
2/1/2023,Vaigai,71,6091,54.17,2586,730,69,69.34,5660,https://tnagriculture.in/ARS/home/reservoir/2023-02-01
2/1/2023,Papanasam,143,5500,76.8,1923,436,1005,117.75,4006,https://tnagriculture.in/ARS/home/reservoir/2023-02-01
2/1/2023,Manimuthar,118,5511,86.55,2671,138,485,112.4,4954,https://tnagriculture.in/ARS/home/reservoir/2023-02-01
2/1/2023,Pechiparai,48,4350,41.19,3357,375,534,46.79,4168,https://tnagriculture.in/ARS/home/reservoir/2023-02-01
2/1/2023,Perunchani,77,2890,61.2,1516,90,450,45.55,699,https://tnagriculture.in/ARS/home/reservoir/2023-02-01
2/1/2023,Krishnagiri,52,1666,51.4,1596,453,453,51.25,1580,https://tnagriculture.in/ARS/home/reservoir/2023-02-01
2/1/2023,Sathanur,119,7321,118.8,7276,480,480,99,3609,https://tnagriculture.in/ARS/home/reservoir/2023-02-01
2/1/2023,Sholayar,160,5046,33.8,464,31,213,127.39,3392,https://tnagriculture.in/ARS/home/reservoir/2023-02-01
2/1/2023,Parambikulam,72,13408,42.34,7099,126,960,66.48,12159,https://tnagriculture.in/ARS/home/reservoir/2023-02-01
2/1/2023,Aliyar,120,3864,100.15,2538,265,736,97.7,2390,https://tnagriculture.in/ARS/home/reservoir/2023-02-01
2/1/2023,Thirumurthy,60,1744,49.88,1325,782,1112,50.46,1347,https://tnagriculture.in/ARS/home/reservoir/2023-02-01
2/3/2023,METTUR,120,93470,103.72,69747,1454,1003,108.42,76185,https://tnagriculture.in/ARS/home/reservoir/2023-02-03
2/3/2023,Krishna Raja Sagar,124.8,49452,113.22,35085,594,2464,119.17,42003,https://tnagriculture.in/ARS/home/reservoir/2023-02-03
2/3/2023,Kabini,65,19516,52.6,12478,153,500,63.32,18440,https://tnagriculture.in/ARS/home/reservoir/2023-02-03
2/3/2023,Harangi,129,8500,99.04,3290,94,70,126.69,7718,https://tnagriculture.in/ARS/home/reservoir/2023-02-03
2/3/2023,Hemavathy,117,37103,99,22375,175,750,101.99,24475,https://tnagriculture.in/ARS/home/reservoir/2023-02-03
2/3/2023,BHAVANISAGAR,105,32800,99.12,28044,1624,2950,98.7,27723,https://tnagriculture.in/ARS/home/reservoir/2023-02-03
2/3/2023,AMARAVATHI*,90,4047,71.49,2506,42,400,75.5,2813,https://tnagriculture.in/ARS/home/reservoir/2023-02-03
2/3/2023,Periyar**,152,10570,127.05,4061,105,967,133.85,5598,https://tnagriculture.in/ARS/home/reservoir/2023-02-03
2/3/2023,Vaigai,71,6091,54.13,2581,685,769,69.19,5622,https://tnagriculture.in/ARS/home/reservoir/2023-02-03
2/3/2023,Papanasam,143,5500,75.1,1847,677,1005,115.6,3886,https://tnagriculture.in/ARS/home/reservoir/2023-02-03
2/3/2023,Manimuthar,118,5511,86.3,2653,615,485,111.65,4880,https://tnagriculture.in/ARS/home/reservoir/2023-02-03
