date,reservoir,full_depth_ft,full_capacity_mcft,level_ft,storage_mcft,inflow_cusecs,outflow_cusecs,last_year_level_ft,last_year_storage_mcft,storage_percentage
08-09-2025,Vaigai,71,6091,22.57,347,93,50,23.18,371,5.7
09-09-2025,Amaravathi,90,4047,59.36,1430,1089,1115,62.03,1596,35.33
09-09-2025,Bhavanisagar,105,32800,78.75,15976,4422,3211,80.27,16763,48.71
09-09-2025,Manimuthar,118,5511,100.71,3709,142,131,103.5,3971,67.3
09-09-2025,Mettur,120,93470,119.52,92535,117,73,115.54,85022,99
09-09-2025,Papanasam,143,5500,114.64,3165,1683,1662,113.73,3103,57.55
09-09-2025,Vaigai,71,6091,22.03,327,178,167,21.55,309,5.37
10-09-2025,Amaravathi,90,4047,59.68,1449,17,17,58.01,1350,35.8
10-09-2025,Bhavanisagar,105,32800,78.08,15639,471,271,73.76,13568,47.68
10-09-2025,Manimuthar,118,5511,101.26,3760,2691,2111,105.5,4165,68.23
10-09-2025,Mettur,120,93470,119.52,92535,1013,669,113.58,81458,99
10-09-2025,Papanasam,143,5500,116.09,3266,212,225,116.72,3310,59.38
10-09-2025,Vaigai,71,6091,22.53,345,493,439,22.69,352,5.66
11-09-2025,Amaravathi,90,4047,59.98,1468,1366,1349,61.99,1594,36.27
11-09-2025,Bhavanisagar,105,32800,78.39,15798,305,291,73.62,13504,48.16
11-09-2025,Manimuthar,118,5511,100.7,3708,231,226,97.34,3406,67.28
11-09-2025,Mettur,120,93470,119.52,92535,5783,5526,119.52,92535,99
11-09-2025,Papanasam,143,5500,114.84,3179,4291,3618,112,2986,57.8
11-09-2025,Vaigai,71,6091,22.82,357,506,494,22.06,328,5.86
12-09-2025,Amaravathi,90,4047,60.41,1494,3533,2938,63.66,1703,36.92
12-09-2025,Bhavanisagar,105,32800,78.67,15938,1305,949,78.73,15969,48.59
12-09-2025,Manimuthar,118,5511,100.54,3693,270,235,95.23,3224,67.01
12-09-2025,Mettur,120,93470,119.52,92535,926,617,119.52,92535,99
12-09-2025,Papanasam,143,5500,114.34,3144,9356,8499,113.07,3058,57.16
12-09-2025,Vaigai,71,6091,22.24,334,276,267,22.78,355,5.48
13-09-2025,Amaravathi,90,4047,59.83,1458,784,680,56.51,1264,36.03
13-09-2025,Bhavanisagar,105,32800,77.65,15427,559,525,81,17145,47.03
13-09-2025,Manimuthar,118,5511,99.83,3629,424,418,99.86,3631,65.85
13-09-2025,Mettur,120,93470,119.52,92535,423,244,115.95,85775,99
13-09-2025,Papanasam,143,5500,111.93,2981,3507,2768,116.15,3270,54.2
13-09-2025,Vaigai,71,6091,22.5,345,2916,2816,22.03,327,5.66
14-09-2025,Amaravathi,90,4047,60.5,1499,1129,1154,58.36,1370,37.04
14-09-2025,Bhavanisagar,105,32800,79.49,16354,342,191,83.15,18306,49.86
14-09-2025,Manimuthar,118,5511,101.48,3780,1918,1480,98.21,3483,68.59
14-09-2025,Mettur,120,93470,119.52,92535,702,634,112.98,80392,99
14-09-2025,Papanasam,143,5500,115.71,3239,2933,2917,118.73,3455,58.89
14-09-2025,Vaigai,71,6091,22.51,345,1717,986,22.53,345,5.66
15-09-2025,Amaravathi,90,4047,60.21,1481,895,639,59.77,1455,36.6
15-09-2025,Bhavanisagar,105,32800,79.54,16384,712,409,80.39,16823,49.95
15-09-2025,Manimuthar,118,5511,101.25,3759,224,166,99.15,3566,68.21
15-09-2025,Mettur,120,93470,119.52,92535,254,179,119.52,92535,99
15-09-2025,Papanasam,143,5500,113.8,3107,194,195,113.78,3106,56.49
15-09-2025,Vaigai,71,6091,22.51,345,124,97,22.3,337,5.66
16-09-2025,Amaravathi,90,4047,59.77,1454,1172,1030,61.87,1586,35.93
16-09-2025,Bhavanisagar,105,32800,77.5,15352,1191,740,77.05,15130,46.8
16-09-2025,Manimuthar,118,5511,101.62,3793,385,408,106.12,4226,68.83
16-09-2025,Mettur,120,93470,119.52,92535,269,147,119.3,92106,99
16-09-2025,Papanasam,143,5500,115.26,3208,218,124,110.4,2880,58.33
16-09-2025,Vaigai,71,6091,22.48,343,940,495,22.1,329,5.63
17-09-2025,Amaravathi,90,4047,60.57,1503,1220,857,61.7,1575,37.14
17-09-2025,Bhavanisagar,105,32800,79.33,16273,163,135,81.22,17263,49.61
17-09-2025,Manimuthar,118,5511,100.66,3704,2298,1436,101.76,3806,67.21
17-09-2025,Mettur,120,93470,119.52,92535,2605,1516,119.52,92535,99
17-09-2025,Papanasam,143,5500,115.05,3193,364,366,111.97,2984,58.05
17-09-2025,Vaigai,71,6091,22.38,340,2009,1449,22.17,332,5.58
18-09-2025,Amaravathi,90,4047,59.72,1451,2023,1688,56.4,1258,35.85
18-09-2025,Bhavanisagar,105,32800,80,16622,2517,2208,76.56,14890,50.68
18-09-2025,Manimuthar,118,5511,100.1,3653,1925,1717,102.54,3879,66.29
18-09-2025,Mettur,120,93470,119.52,92535,1126,660,119.52,92535,99
18-09-2025,Papanasam,143,5500,115.22,3205,2519,1998,118.36,3428,58.27
18-09-2025,Vaigai,71,6091,22.8,356,1327,1420,21.69,314,5.84
19-09-2025,Amaravathi,90,4047,59.53,1440,531,480,55.93,1232,35.58
19-09-2025,Bhavanisagar,105,32800,79.77,16499,39,29,78.14,15672,50.3
19-09-2025,Manimuthar,118,5511,101.98,3827,35,23,96.22,3309,69.44
19-09-2025,Mettur,120,93470,119.52,92535,137,106,116.69,87163,99
19-09-2025,Papanasam,143,5500,112.48,3018,2945,1534,118.64,3448,54.87
19-09-2025,Vaigai,71,6091,22.54,346,4764,5211,22.5,344,5.68
20-09-2025,Amaravathi,90,4047,59.37,1430,2254,1485,57.99,1349,35.33
20-09-2025,Bhavanisagar,105,32800,79.9,16569,1771,1115,80.77,17021,50.52
20-09-2025,Manimuthar,118,5511,100.87,3723,1685,944,104.93,4110,67.56
20-09-2025,Mettur,120,93470,119.52,92535,2764,1476,118.34,90276,99
20-09-2025,Papanasam,143,5500,112.86,3044,1671,1269,114.58,3161,55.35
20-09-2025,Vaigai,71,6091,22.44,342,1010,895,22.59,348,5.61
21-09-2025,Amaravathi,90,4047,58.98,1407,3453,1903,58.59,1384,34.77
21-09-2025,Bhavanisagar,105,32800,79.82,16525,464,505,80.9,17089,50.38
21-09-2025,Manimuthar,118,5511,100.98,3734,2007,2041,102.91,3914,67.76
21-09-2025,Mettur,120,93470,119.52,92535,1366,1229,119.52,92535,99
21-09-2025,Papanasam,143,5500,114.2,3135,6729,4314,117.19,3344,57
21-09-2025,Vaigai,71,6091,22.72,353,2194,1751,22.61,349,5.8
22-09-2025,Amaravathi,90,4047,59.91,1463,3029,2633,58.39,1372,36.15
22-09-2025,Bhavanisagar,105,32800,78.84,16023,2524,1391,75.75,14501,48.85
22-09-2025,Manimuthar,118,5511,101.26,3759,49,49,104.03,4021,68.21
22-09-2025,Mettur,120,93470,119.52,92535,3171,2182,119.52,92535,99
22-09-2025,Papanasam,143,5500,113.01,3054,913,813,108.9,2783,55.53
22-09-2025,Vaigai,71,6091,22.59,348,1632,1262,22.48,344,5.71
23-09-2025,Amaravathi,90,4047,60.77,1516,5794,6001,59.6,1444,37.46
23-09-2025,Bhavanisagar,105,32800,78.11,15657,1512,1387,76.61,14917,47.73
23-09-2025,Manimuthar,118,5511,99.73,3619,1045,1066,96.7,3350,65.67
23-09-2025,Mettur,120,93470,119.52,92535,347,275,119.52,92535,99
23-09-2025,Papanasam,143,5500,114.58,3161,347,306,115.61,3232,57.47
23-09-2025,Vaigai,71,6091,22.8,356,522,424,22.37,339,5.84
24-09-2025,Amaravathi,90,4047,59.47,1436,10110,5076,55.94,1233,35.48
24-09-2025,Bhavanisagar,105,32800,80.08,16661,182,98,80.93,17106,50.8
24-09-2025,Manimuthar,118,5511,100.16,3658,170,173,94.2,3138,66.38
24-09-2025,Mettur,120,93470,119.52,92535,1085,857,119.52,92535,99
24-09-2025,Papanasam,143,5500,114.13,3130,1332,1157,114.16,3132,56.91
24-09-2025,Vaigai,71,6091,22.52,345,177,190,23.44,382,5.66
25-09-2025,Amaravathi,90,4047,59.56,1442,100,64,59.03,1410,35.63
25-09-2025,Bhavanisagar,105,32800,80.27,16763,1140,858,79.28,16250,51.11
25-09-2025,Manimuthar,118,5511,100.94,3730,1135,657,105.65,4180,67.68
25-09-2025,Mettur,120,93470,119.52,92535,835,581,118.86,91258,99
25-09-2025,Papanasam,143,5500,113.73,3102,853,820,120.02,3549,56.4
25-09-2025,Vaigai,71,6091,22.57,347,683,749,22.02,326,5.7
26-09-2025,Amaravathi,90,4047,60.12,1476,2098,1834,58.18,1360,36.47
26-09-2025,Bhavanisagar,105,32800,79.14,16176,42,29,83.48,18485,49.32
26-09-2025,Manimuthar,118,5511,101.72,3803,2217,2337,103.92,4012,69.01
26-09-2025,Mettur,120,93470,119.52,92535,2299,1323,115.04,84108,99
26-09-2025,Papanasam,143,5500,114.59,3161,4829,5020,109.74,2837,57.47
26-09-2025,Vaigai,71,6091,22.44,342,436,366,23.32,376,5.61
27-09-2025,Amaravathi,90,4047,60.28,1486,2699,1872,63.63,1701,36.72
27-09-2025,Bhavanisagar,105,32800,78.76,15981,1417,1428,78.2,15699,48.72
27-09-2025,Manimuthar,118,5511,100.65,3703,1067,922,105.61,4176,67.19
27-09-2025,Mettur,120,93470,119.52,92535,1076,954,115.55,85035,99
27-09-2025,Papanasam,143,5500,112.66,3030,985,880,109.35,2813,55.09
27-09-2025,Vaigai,71,6091,22.65,350,101,106,21.47,306,5.75
28-09-2025,Amaravathi,90,4047,59.83,1458,1973,1060,56.35,1255,36.03
28-09-2025,Bhavanisagar,105,32800,79.63,16427,28,15,79.73,16478,50.08
28-09-2025,Manimuthar,118,5511,100.29,3670,775,714,105.62,4178,66.59
28-09-2025,Mettur,120,93470,119.52,92535,1287,930,119.52,92535,99
28-09-2025,Papanasam,143,5500,112.41,3013,37,21,111.59,2959,54.78
28-09-2025,Vaigai,71,6091,22.33,338,3929,3121,22.19,333,5.55
29-09-2025,Amaravathi,90,4047,60.13,1476,324,261,57.08,1296,36.47
29-09-2025,Bhavanisagar,105,32800,79.46,16340,1538,1363,74.76,14028,49.82
29-09-2025,Manimuthar,118,5511,102.7,3894,555,388,96.6,3342,70.66
29-09-2025,Mettur,120,93470,119.52,92535,327,218,115.38,84727,99
29-09-2025,Papanasam,143,5500,115.17,3202,180,189,120.45,3581,58.22
29-09-2025,Vaigai,71,6091,22.34,338,1128,922,22.38,340,5.55
30-09-2025,Amaravathi,90,4047,59.4,1432,4058,2866,62.2,1607,35.38
30-09-2025,Bhavanisagar,105,32800,79.37,16295,2821,2744,77.02,15117,49.68
30-09-2025,Manimuthar,118,5511,100.67,3705,5687,5619,95.58,3254,67.23
30-09-2025,Mettur,120,93470,119.52,92535,323,321,116.38,86586,99
30-09-2025,Papanasam,143,5500,113.31,3074,3830,3614,107.77,2712,55.89
30-09-2025,Vaigai,71,6091,22.6,348,1348,689,23.16,370,5.71
01-10-2025,Amaravathi,90,4047,61.79,1581,4212,3416,58.51,1379,39.07
01-10-2025,Bhavanisagar,105,32800,81.25,17277,72,44,78.02,15612,52.67
01-10-2025,Manimuthar,118,5511,106.32,4247,198,157,105.59,4174,77.06
01-10-2025,Mettur,120,93470,119.52,92535,825,807,117.59,88854,99
01-10-2025,Papanasam,143,5500,117.25,3348,7740,5416,118.44,3434,60.87
01-10-2025,Vaigai,71,6091,23.22,373,1486,1249,23.72,393,6.12
02-10-2025,Amaravathi,90,4047,62.01,1594,205,149,65.16,1805,39.39
02-10-2025,Bhavanisagar,105,32800,82.41,17902,725,544,82.5,17948,54.58
02-10-2025,Manimuthar,118,5511,103.96,4015,428,291,109.56,4577,72.85
02-10-2025,Mettur,120,93470,119.52,92535,160,133,119.52,92535,99
02-10-2025,Papanasam,143,5500,118.16,3413,2660,2799,121.7,3675,62.05
02-10-2025,Vaigai,71,6091,23.42,381,157,137,22.79,356,6.26
03-10-2025,Amaravathi,90,4047,62.43,1622,803,422,65.84,1852,40.08
03-10-2025,Bhavanisagar,105,32800,80.68,16974,52,44,79.66,16443,51.75
03-10-2025,Manimuthar,118,5511,104.05,4024,1352,1220,106.81,4295,73.02
03-10-2025,Mettur,120,93470,119.52,92535,1966,1243,115.37,84713,99
03-10-2025,Papanasam,143,5500,117.94,3398,1636,910,123.2,3789,61.78
03-10-2025,Vaigai,71,6091,23.66,390,2152,1229,23.92,401,6.4
04-10-2025,Amaravathi,90,4047,62.24,1609,30,32,61.24,1546,39.76
04-10-2025,Bhavanisagar,105,32800,81.8,17571,624,636,84.17,18871,53.57
04-10-2025,Manimuthar,118,5511,104.27,4045,2470,1289,102.93,3917,73.4
04-10-2025,Mettur,120,93470,119.52,92535,3646,2369,116.05,85963,99
04-10-2025,Papanasam,143,5500,120.35,3574,1381,723,126.2,4024,64.98
04-10-2025,Vaigai,71,6091,23.36,378,6120,3635,24.32,418,6.21
05-10-2025,Amaravathi,90,4047,61.83,1583,1467,1294,63.57,1697,39.12
05-10-2025,Bhavanisagar,105,32800,81.91,17632,246,225,78.94,16077,53.76
05-10-2025,Manimuthar,118,5511,105.13,4129,1622,861,103.81,4001,74.92
05-10-2025,Mettur,120,93470,119.52,92535,2441,1443,118.92,91378,99
05-10-2025,Papanasam,143,5500,119.45,3508,3421,3384,112.9,3046,63.78
05-10-2025,Vaigai,71,6091,23.55,386,582,391,24.66,433,6.34
06-10-2025,Amaravathi,90,4047,61.81,1582,351,377,62.83,1648,39.09
06-10-2025,Bhavanisagar,105,32800,82.73,18077,1024,551,85.87,19841,55.11
06-10-2025,Manimuthar,118,5511,105.05,4121,135,128,99.32,3582,74.78
06-10-2025,Mettur,120,93470,119.52,92535,761,423,119.32,92150,99
06-10-2025,Papanasam,143,5500,118.31,3424,499,511,123.78,3834,62.25
06-10-2025,Vaigai,71,6091,23.5,384,785,422,23.78,395,6.3
07-10-2025,Amaravathi,90,4047,62.1,1600,941,1022,62.7,1640,39.54
07-10-2025,Bhavanisagar,105,32800,81.85,17597,2400,2092,84.75,19197,53.65
07-10-2025,Manimuthar,118,5511,104.6,4077,1093,813,104.14,4032,73.98
07-10-2025,Mettur,120,93470,119.52,92535,478,499,119.06,91649,99
07-10-2025,Papanasam,143,5500,115.99,3259,338,365,111.89,2979,59.25
07-10-2025,Vaigai,71,6091,23.4,380,1806,1850,24.18,412,6.24
08-10-2025,Amaravathi,90,4047,62.65,1636,3548,3803,63.95,1722,40.43
08-10-2025,Bhavanisagar,105,32800,82.7,18060,994,965,82.33,17856,55.06
08-10-2025,Manimuthar,118,5511,103.75,3994,2198,1585,104.34,4052,72.47
08-10-2025,Mettur,120,93470,119.52,92535,1105,1056,114.4,82944,99
08-10-2025,Papanasam,143,5500,116.71,3309,372,333,113.02,3054,60.16
08-10-2025,Vaigai,71,6091,23.28,375,209,152,24.03,406,6.16
09-10-2025,Amaravathi,90,4047,61.97,1592,71,44,59.57,1442,39.34
09-10-2025,Bhavanisagar,105,32800,81.91,17630,1093,1061,84.98,19331,53.75
09-10-2025,Manimuthar,118,5511,103.99,4017,1674,1329,106.71,4286,72.89
09-10-2025,Mettur,120,93470,119.52,92535,1599,1758,119.52,92535,99
09-10-2025,Papanasam,143,5500,118.34,3427,1178,704,118.26,3421,62.31
09-10-2025,Vaigai,71,6091,23.43,381,2342,1192,24.46,425,6.26
10-10-2025,Amaravathi,90,4047,62.03,1596,517,353,60.97,1529,39.44
10-10-2025,Bhavanisagar,105,32800,82.42,17906,1423,865,82.1,17733,54.59
10-10-2025,Manimuthar,118,5511,103.67,3987,1447,1421,102.96,3919,72.35
10-10-2025,Mettur,120,93470,119.52,92535,892,888,114.65,83394,99
10-10-2025,Papanasam,143,5500,118.12,3411,933,964,110.83,2909,62.02
10-10-2025,Vaigai,71,6091,23.34,377,187,109,23.98,404,6.19
11-10-2025,Amaravathi,90,4047,61.55,1565,76,68,61.83,1583,38.67
11-10-2025,Bhavanisagar,105,32800,83.42,18451,3118,1651,86.84,20402,56.25
11-10-2025,Manimuthar,118,5511,106.75,4290,440,321,108.33,4450,77.84
11-10-2025,Mettur,120,93470,119.52,92535,1680,1757,119.52,92535,99
11-10-2025,Papanasam,143,5500,118.4,3431,289,152,118.94,3470,62.38
11-10-2025,Vaigai,71,6091,23.37,379,600,426,22.93,361,6.22
12-10-2025,Amaravathi,90,4047,61.93,1590,1033,909,64.3,1746,39.29
12-10-2025,Bhavanisagar,105,32800,81.59,17460,1399,865,79.77,16503,53.23
12-10-2025,Manimuthar,118,5511,104.8,4097,51,38,106.03,4218,74.34
12-10-2025,Mettur,120,93470,119.52,92535,1224,648,112.55,79624,99
12-10-2025,Papanasam,143,5500,118.59,3444,471,320,114.87,3181,62.62
12-10-2025,Vaigai,71,6091,23.57,387,696,449,23.88,399,6.35
13-10-2025,Amaravathi,90,4047,63.03,1661,5402,5422,62.46,1624,41.04
13-10-2025,Bhavanisagar,105,32800,82.1,17734,93,55,85.1,19398,54.07
13-10-2025,Manimuthar,118,5511,104.95,4112,102,65,108.33,4451,74.61
13-10-2025,Mettur,120,93470,119.52,92535,3216,1918,112.39,79348,99
13-10-2025,Papanasam,143,5500,119.07,3479,142,115,123.12,3783,63.25
13-10-2025,Vaigai,71,6091,23.29,375,363,364,23.95,403,6.16
14-10-2025,Amaravathi,90,4047,61.5,1562,1821,1103,61.94,1590,38.6
14-10-2025,Bhavanisagar,105,32800,80.65,16958,250,160,80.19,16721,51.7
14-10-2025,Manimuthar,118,5511,103.24,3946,231,151,108.54,4472,71.6
14-10-2025,Mettur,120,93470,119.52,92535,1049,673,112.78,80032,99
14-10-2025,Papanasam,143,5500,120.36,3575,149,154,121.49,3659,65
14-10-2025,Vaigai,71,6091,23.47,383,4701,2817,22.44,342,6.29
15-10-2025,Amaravathi,90,4047,62.03,1596,4621,3439,65.59,1835,39.44
15-10-2025,Bhavanisagar,105,32800,83.04,18243,1043,1015,84.2,18890,55.62
15-10-2025,Manimuthar,118,5511,105.36,4152,3518,3341,100.39,3679,75.34
15-10-2025,Mettur,120,93470,119.52,92535,1649,1102,114.69,83471,99
15-10-2025,Papanasam,143,5500,118.97,3472,42,44,121,3622,63.13
15-10-2025,Vaigai,71,6091,23.79,396,1151,989,22.85,358,6.5
16-10-2025,Amaravathi,90,4047,62.23,1609,1523,800,62.87,1651,39.76
16-10-2025,Bhavanisagar,105,32800,82,17677,211,125,81.38,17343,53.89
16-10-2025,Manimuthar,118,5511,105.43,4159,1279,980,103,3923,75.47
16-10-2025,Mettur,120,93470,119.52,92535,840,823,117.96,89540,99
16-10-2025,Papanasam,143,5500,121.08,3629,169,86,114.27,3140,65.98
16-10-2025,Vaigai,71,6091,23.51,384,1149,1028,23.32,377,6.3
17-10-2025,Amaravathi,90,4047,61.72,1576,2802,1885,59.39,1432,38.94
17-10-2025,Bhavanisagar,105,32800,82.95,18196,1529,1120,79.57,16398,55.48
17-10-2025,Manimuthar,118,5511,104.78,4095,109,72,101.28,3761,74.31
17-10-2025,Mettur,120,93470,119.52,92535,2607,1674,119.52,92535,99
17-10-2025,Papanasam,143,5500,119.9,3541,1218,833,120.36,3574,64.38
17-10-2025,Vaigai,71,6091,23.25,374,714,487,22.99,364,6.14
18-10-2025,Amaravathi,90,4047,62.45,1623,6419,4602,63.21,1673,40.1
18-10-2025,Bhavanisagar,105,32800,81.49,17402,452,382,80.73,17002,53.05
18-10-2025,Manimuthar,118,5511,106.02,4217,3844,3415,106.79,4294,76.52
18-10-2025,Mettur,120,93470,119.52,92535,1468,1552,117.89,89407,99
18-10-2025,Papanasam,143,5500,119.84,3536,1278,653,116.65,3305,64.29
18-10-2025,Vaigai,71,6091,23.73,393,41,36,24.69,434,6.45
19-10-2025,Amaravathi,90,4047,62.62,1634,4332,3919,61.89,1587,40.38
19-10-2025,Bhavanisagar,105,32800,81.01,17149,1913,1935,78.6,15904,52.28
19-10-2025,Manimuthar,118,5511,106.85,4300,2474,2059,112.26,4865,78.03
19-10-2025,Mettur,120,93470,119.52,92535,2627,1683,117.26,88235,99
19-10-2025,Papanasam,143,5500,119.05,3478,1626,1255,114.99,3189,63.24
19-10-2025,Vaigai,71,6091,23.27,374,7613,5011,22.19,332,6.14
20-10-2025,Amaravathi,90,4047,63.11,1666,3490,2124,63.44,1688,41.17
20-10-2025,Bhavanisagar,105,32800,81.97,17660,1190,1291,80.3,16777,53.84
20-10-2025,Manimuthar,118,5511,104.99,4115,6626,7270,107.09,4324,74.67
20-10-2025,Mettur,120,93470,119.52,92535,53,57,119.52,92535,99
20-10-2025,Papanasam,143,5500,117.96,3399,2359,2459,114.12,3129,61.8
20-10-2025,Vaigai,71,6091,23.32,377,812,765,22.74,353,6.19
21-10-2025,Amaravathi,90,4047,62.1,1600,2988,2665,64.55,1763,39.54
21-10-2025,Bhavanisagar,105,32800,81.35,17331,1639,907,85.66,19719,52.84
21-10-2025,Manimuthar,118,5511,104.77,4093,3455,3612,109.67,4590,74.27
21-10-2025,Mettur,120,93470,119.52,92535,1663,1508,116.86,87470,99
21-10-2025,Papanasam,143,5500,118.89,3467,6637,6304,115.76,3243,63.04
21-10-2025,Vaigai,71,6091,22.98,363,220,153,23.59,387,5.96
22-10-2025,Amaravathi,90,4047,62.29,1613,5088,3377,59.74,1453,39.86
22-10-2025,Bhavanisagar,105,32800,82.06,17709,2213,2153,84.03,18794,53.99
22-10-2025,Manimuthar,118,5511,105.51,4167,3127,2326,101.05,3740,75.61
22-10-2025,Mettur,120,93470,119.52,92535,3316,3542,119.52,92535,99
22-10-2025,Papanasam,143,5500,117.42,3360,958,699,122.23,3715,61.09
22-10-2025,Vaigai,71,6091,23.67,391,1666,952,22.68,351,6.42
23-10-2025,Amaravathi,90,4047,63.02,1661,453,227,61.82,1582,41.04
23-10-2025,Bhavanisagar,105,32800,81.05,17173,3440,3694,81.05,17168,52.36
23-10-2025,Manimuthar,118,5511,105.94,4209,466,366,106.76,4291,76.37
23-10-2025,Mettur,120,93470,119.52,92535,582,627,112.16,78941,99
23-10-2025,Papanasam,143,5500,118.81,3461,565,600,120.97,3620,62.93
23-10-2025,Vaigai,71,6091,23.57,387,756,648,22.61,349,6.35
24-10-2025,Amaravathi,90,4047,61.94,1590,6105,5598,61.2,1543,39.29
24-10-2025,Bhavanisagar,105,32800,83.45,18471,4719,4011,83.84,18684,56.31
24-10-2025,Manimuthar,118,5511,104.25,4043,1629,1729,106.24,4239,73.36
24-10-2025,Mettur,120,93470,119.52,92535,2215,2046,119.52,92535,99
24-10-2025,Papanasam,143,5500,119.77,3531,6199,5257,124.26,3872,64.2
24-10-2025,Vaigai,71,6091,23.45,382,656,335,24.19,413,6.27
25-10-2025,Amaravathi,90,4047,61.74,1577,327,184,64.65,1770,38.97
25-10-2025,Bhavanisagar,105,32800,80.9,17092,6,3,81,17142,52.11
25-10-2025,Manimuthar,118,5511,105.26,4141,3156,2077,101.49,3781,75.14
25-10-2025,Mettur,120,93470,119.52,92535,1029,675,117.24,88188,99
25-10-2025,Papanasam,143,5500,117.78,3386,5851,3002,121.49,3659,61.56
25-10-2025,Vaigai,71,6091,23.59,388,2168,2162,22.98,363,6.37
26-10-2025,Amaravathi,90,4047,61.42,1557,10654,6376,57.99,1349,38.47
26-10-2025,Bhavanisagar,105,32800,81.77,17553,841,646,86.29,20084,53.52
26-10-2025,Manimuthar,118,5511,106.14,4229,4590,4204,108.29,4446,76.74
26-10-2025,Mettur,120,93470,119.52,92535,3166,3360,114.88,83811,99
26-10-2025,Papanasam,143,5500,119.4,3504,5928,4169,121.49,3659,63.71
26-10-2025,Vaigai,71,6091,23.27,375,360,389,23.87,399,6.16
27-10-2025,Amaravathi,90,4047,61.78,1580,403,274,59.5,1438,39.04
27-10-2025,Bhavanisagar,105,32800,81.46,17390,252,133,84.09,18827,53.02
27-10-2025,Manimuthar,118,5511,102.83,3907,1427,816,102.27,3854,70.89
27-10-2025,Mettur,120,93470,119.52,92535,112,62,114.53,83174,99
27-10-2025,Papanasam,143,5500,119.88,3539,3539,3050,124.31,3875,64.35
27-10-2025,Vaigai,71,6091,23.61,388,142,119,23.41,380,6.37
28-10-2025,Amaravathi,90,4047,60.94,1527,2619,2429,61.92,1589,37.73
28-10-2025,Bhavanisagar,105,32800,80.46,16861,1488,1423,76.97,15090,51.41
28-10-2025,Manimuthar,118,5511,104.36,4054,1069,879,106.02,4217,73.56
28-10-2025,Mettur,120,93470,119.52,92535,1591,939,119.52,92535,99
28-10-2025,Papanasam,143,5500,118.71,3453,658,419,117.72,3382,62.78
28-10-2025,Vaigai,71,6091,23.19,372,31,19,22.58,348,6.11
29-10-2025,Amaravathi,90,4047,62.44,1622,6144,3712,60.31,1488,40.08
29-10-2025,Bhavanisagar,105,32800,80.81,17043,455,230,77.1,15153,51.96
29-10-2025,Manimuthar,118,5511,105.01,4117,3787,3157,106.59,4274,74.71
29-10-2025,Mettur,120,93470,119.52,92535,498,389,119.52,92535,99
29-10-2025,Papanasam,143,5500,117.32,3353,2007,1478,121.37,3650,60.96
29-10-2025,Vaigai,71,6091,23.41,380,488,325,24.49,426,6.24
30-10-2025,Amaravathi,90,4047,61.91,1588,1312,727,61.43,1558,39.24
30-10-2025,Bhavanisagar,105,32800,82.25,17811,651,371,86.85,20408,54.3
30-10-2025,Manimuthar,118,5511,105.23,4139,127,73,106.23,4238,75.1
30-10-2025,Mettur,120,93470,119.52,92535,2448,2331,119.52,92535,99
30-10-2025,Papanasam,143,5500,118.91,3468,66,59,121.02,3624,63.05
30-10-2025,Vaigai,71,6091,23.18,371,1107,813,23.79,396,6.09
31-10-2025,Amaravathi,90,4047,62.39,1619,707,583,65.69,1842,40
31-10-2025,Bhavanisagar,105,32800,81.39,17350,390,332,76.95,15081,52.9
31-10-2025,Manimuthar,118,5511,106.04,4219,1378,1418,111.82,4817,76.56
31-10-2025,Mettur,120,93470,119.52,92535,906,933,119.52,92535,99
31-10-2025,Papanasam,143,5500,118.47,3436,2800,2919,120.92,3616,62.47
31-10-2025,Vaigai,71,6091,23.78,395,675,650,25.07,451,6.48
01-11-2025,Amaravathi,90,4047,61.79,1581,378,337,58.26,1364,39.07
01-11-2025,Bhavanisagar,105,32800,79.48,16351,3253,3503,77.01,15109,49.85
01-11-2025,Manimuthar,118,5511,101.72,3802,261,192,103.7,3990,68.99
01-11-2025,Mettur,120,93470,119.52,92535,3934,2707,119.52,92535,99
01-11-2025,Papanasam,143,5500,115.5,3224,562,574,118.85,3464,58.62
01-11-2025,Vaigai,71,6091,22.52,345,4710,3106,21.77,317,5.66
02-11-2025,Amaravathi,90,4047,60.44,1496,181,92,57.98,1348,36.97
02-11-2025,Bhavanisagar,105,32800,79.48,16349,1678,1255,77.24,15222,49.84
02-11-2025,Manimuthar,118,5511,101.11,3746,2756,2999,104.36,4053,67.97
02-11-2025,Mettur,120,93470,119.52,92535,334,235,118.51,90591,99
02-11-2025,Papanasam,143,5500,116.99,3330,3317,3600,123.1,3782,60.55
02-11-2025,Vaigai,71,6091,22.72,353,383,353,22.13,330,5.8
03-11-2025,Amaravathi,90,4047,59.98,1468,1364,1257,57.78,1337,36.27
03-11-2025,Bhavanisagar,105,32800,79.74,16484,380,339,78.93,16070,50.26
03-11-2025,Manimuthar,118,5511,101.28,3762,1216,930,101.76,3806,68.26
03-11-2025,Mettur,120,93470,119.52,92535,2915,1667,119.52,92535,99
03-11-2025,Papanasam,143,5500,114.58,3161,645,485,109.01,2791,57.47
03-11-2025,Vaigai,71,6091,22.86,358,509,523,21.9,322,5.88
04-11-2025,Amaravathi,90,4047,59.82,1458,1558,1164,60.91,1525,36.03
04-11-2025,Bhavanisagar,105,32800,80.17,16710,1365,1385,76.36,14792,50.95
04-11-2025,Manimuthar,118,5511,102.37,3864,373,388,105.43,4159,70.11
